Item#,TaskId,Hash,Type,MethodName,Message,StackTrace,Time,AllMessage
"194","00000000-0000-0000-0000-000000000000","92b5189e","LOG ERROR","","Try to load the web page\r\nMicrosoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","","10/26/2018 9:55:16 AM",""
"195","00000000-0000-0000-0000-000000000000","ec639722","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)","10/26/2018 9:55:16 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)"
"196","00000000-0000-0000-0000-000000000000","92b5189e","LOG ERROR","","Retry failed and threw an exception\r\nMicrosoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)","","10/26/2018 9:55:17 AM",""
"197","00000000-0000-0000-0000-000000000000","ec639722","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)","10/26/2018 9:55:17 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)"
"198","00000000-0000-0000-0000-000000000000","7e3cd90c","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 9:55:17 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"199","00000000-0000-0000-0000-000000000000","92b5189e","LOG ERROR","","Try to load the web page\r\nMicrosoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","","10/26/2018 9:55:17 AM",""
"200","00000000-0000-0000-0000-000000000000","7e3cd90c","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 9:55:17 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"201","00000000-0000-0000-0000-000000000000","ec639722","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)","10/26/2018 9:55:17 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)"
"202","00000000-0000-0000-0000-000000000000","92b5189e","LOG ERROR","","Retry failed and threw an exception\r\nMicrosoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)","","10/26/2018 9:55:17 AM",""
"203","00000000-0000-0000-0000-000000000000","ec639722","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)","10/26/2018 9:55:17 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebNotFoundException ---> System.Net.WebException: The remote server returned an error: (404) Not Found.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry(Action logicToRetry, Int32 retryCount, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.Is404Page(String pageUrl)"
"204","00000000-0000-0000-0000-000000000000","2608dd75","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPAuthenticationException","WrapExceptions(Action logicToRetry)","Credential Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()","10/26/2018 9:55:17 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPAuthenticationException: Credential Issue when doing SP Query ---> Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException ---> System.Net.WebException: The remote server returned an error: (403) Forbidden.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.Client.SPWebRequestExecutor.Execute()\r\n   at Microsoft.SharePoint.Client.ClientContext.GetFormDigestInfoPrivate()\r\n   at Microsoft.SharePoint.Client.ClientContext.EnsureFormDigest()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()"
